ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,review_type,problem_type
171,2,16,2024-02-16,3,Not  worth  the  money.,0,Price/Value
172,79,2,2024-11-23,3,Not  worth  the  money.,0,Price/Value
173,15,16,2025-05-30,5,Customer  support  was  very  helpful.,1,
174,91,8,2024-06-23,4,"I  love  this  product,  will  buy  again!",1,
175,3,6,2024-11-02,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
176,21,11,2023-11-23,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
177,93,19,2025-07-03,4,"I  love  this  product,  will  buy  again!",1,
178,17,20,2025-05-25,4,The  quality  is    top-notch.,1,
179,46,20,2025-11-26,4,"Great  purchase,  very  satisfied.",1,
180,77,5,2023-03-08,4,"Great  purchase,    very  satisfied.",1,
181,4,3,2024-08-09,4,The  build  quality  is  impressive.,1,
182,21,11,2024-03-08,5,"Excellent  product,  highly  recommend!",1,
183,13,5,2025-06-08,4,"Great  purchase,  very  satisfied.",1,
184,59,5,2024-12-29,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,
185,8,6,2023-11-13,2,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
186,22,13,2023-02-17,4,The  quality  is  top-notch.,1,
187,58,18,2025-05-01,4,The  quality  is  top-notch.,1,
188,70,5,2025-09-19,5,Exceeded  my  expectations!,1,
189,83,7,2025-03-13,2,The  product    arrived  late.,0,Shipping/Delivery
190,83,3,2023-08-10,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
191,68,3,2024-09-05,4,"Great  purchase,    very  satisfied.",1,
192,42,17,2023-08-04,5,"Excellent  product,  highly  recommend!",1,
193,84,20,2024-06-21,3,"The  product  is  okay,  but  the  instructions  were    unclear.",0,Instructions/Usability
194,7,7,2025-05-19,1,The  product  arrived  late.,0,Shipping/Delivery
195,75,5,2023-10-25,5,Amazing  value  for  the  price.,1,
196,91,2,2023-10-29,3,"Average  experience,  nothing  special.",0,Other/Unclear
197,51,15,2024-11-27,4,"I  love  this  product,    will  buy  again!",1,
198,57,8,2023-08-27,5,Five  stars  for  the  quick  delivery.,1,
199,6,13,2024-08-20,5,The    quality  is  top-notch.,1,
200,30,17,2025-01-09,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
201,59,6,2023-05-23,2,Not  worth  the  money.,0,Price/Value
202,33,9,2023-09-06,5,Amazing  value  for  the  price.,1,
203,66,18,2023-11-22,3,"Average  experience,  nothing  special.",0,Other/Unclear
204,95,14,2024-11-29,4,"Great  purchase,  very    satisfied.",1,
205,88,12,2023-04-06,5,Amazing  value  for  the  price.,1,
206,72,14,2023-08-22,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,
207,95,18,2025-06-07,4,"I  love  this  product,  will  buy  again!",1,
208,94,8,2023-03-25,4,"Great  purchase,  very  satisfied.",1,
209,70,8,2025-11-05,3,"Average  experience,  nothing  special.",0,Other/Unclear
210,28,1,2023-12-10,2,The  product  arrived  late.,0,Shipping/Delivery
211,84,12,2025-03-07,4,Five  stars  for  the  quick  delivery.,1,
212,87,10,2023-01-03,1,"Terrible  customer  service,  would  not  buy  again.",0,Customer Service
213,7,13,2024-04-09,5,Shipping  was  fast  and    the  item  was  well-packaged.,1,
214,53,18,2025-04-13,3,Five  stars  for  the  quick  delivery.,1,
215,55,10,2024-01-07,2,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
216,49,7,2023-11-14,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
217,62,11,2023-08-19,5,Amazing  value    for  the  price.,1,
218,35,8,2024-09-14,4,The  quality  is  top-notch.,1,
219,90,9,2023-02-18,4,Five  stars  for  the  quick  delivery.,1,
220,78,9,2025-08-12,2,Disappointed  with  the  performance.,0,Product Quality/Performance
221,26,2,2024-10-21,4,The  build  quality  is  impressive.,1,
222,54,14,2024-02-28,5,Customer  support  was  very  helpful.,1,
223,37,16,2023-07-31,5,Exceeded  my  expectations!,1,
224,68,15,2023-03-27,4,"Great  purchase,    very  satisfied.",1,
225,80,1,2025-09-08,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
226,60,9,2023-08-23,2,The  product  arrived  late.,0,Shipping/Delivery
227,74,11,2024-08-10,4,"Good    quality,  but  could  be  cheaper.",0,Price/Value
228,20,19,2025-10-23,2,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
229,69,12,2023-02-07,4,The    quality  is  top-notch.,1,
230,54,11,2023-10-19,2,The  product  arrived  late.,0,Shipping/Delivery
231,15,16,2025-04-15,5,Five  stars  for  the  quick  delivery.,1,
232,17,3,2025-10-11,5,Five  stars  for  the  quick  delivery.,1,
233,81,4,2024-11-14,2,The  product  arrived  late.,0,Shipping/Delivery
234,80,9,2023-03-06,5,The  build  quality  is  impressive.,1,
235,54,3,2024-03-18,4,Customer  support  was  very  helpful.,1,
236,55,16,2025-03-03,5,"Great  purchase,  very  satisfied.",1,
237,44,2,2025-09-29,4,The  quality  is  top-notch.,1,
238,47,9,2023-04-18,4,"Great  purchase,  very  satisfied.",1,
239,45,9,2024-01-28,5,Exceeded  my  expectations!,1,
240,20,16,2024-11-09,5,Five  stars  for  the  quick  delivery.,1,
241,61,15,2024-04-22,4,Five  stars  for  the  quick  delivery.,1,
242,20,20,2025-06-07,4,The  quality  is  top-notch.,1,
243,24,11,2023-02-17,1,I  had  a  bad  experience  with  this  product.,0,Other/Unclear
244,36,4,2023-08-25,4,"Great  purchase,  very  satisfied.",1,
245,50,3,2023-03-23,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
246,71,12,2023-07-23,4,The    quality  is  top-notch.,1,
247,28,6,2025-11-24,5,"Excellent  product,  highly    recommend!",1,
248,81,6,2023-07-15,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
249,75,2,2023-01-04,1,"Not    satisfied,  the  product  broke  after  a  week.",0,Product Quality/Performance
250,22,11,2023-09-21,1,The  product  stopped  working  after  a  month.,0,Product Quality/Performance
251,16,2,2024-02-01,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
252,6,6,2025-03-18,5,The  build  quality  is    impressive.,1,
253,75,15,2024-08-03,3,"Great  purchase,  very  satisfied.",1,
254,30,19,2025-12-31,3,"Average  experience,  nothing  special.",0,Other/Unclear
255,13,16,2024-01-23,5,"I  love  this  product,  will  buy  again!",1,
256,91,3,2024-02-11,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
257,84,13,2023-10-03,3,"Average  experience,  nothing    special.",0,Other/Unclear
258,34,7,2025-05-13,4,"Great    purchase,  very  satisfied.",1,
259,75,2,2023-08-24,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
260,44,18,2024-03-07,3,"Average  experience,  nothing  special.",0,Other/Unclear
261,29,12,2024-10-15,4,Customer  support  was  very  helpful.,1,
262,45,7,2024-07-07,5,Five  stars  for    the  quick  delivery.,1,
263,47,8,2024-10-21,4,Customer  support  was  very  helpful.,1,
264,96,18,2025-08-19,4,Shipping  was  fast  and  the    item  was  well-packaged.,1,
265,22,19,2024-05-14,4,"I  love  this  product,  will  buy  again!",1,
266,62,5,2025-02-22,5,"Excellent  product,    highly  recommend!",1,
267,55,19,2023-12-01,3,"The  product  is    okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
268,98,17,2023-10-28,5,The  build  quality    is  impressive.,1,
269,75,4,2023-11-18,4,The  quality  is  top-notch.,1,
270,46,6,2023-09-25,1,The  color  was  different  from  what  was  shown.,0,Product Quality/Performance
271,21,17,2025-08-08,5,The    build  quality  is  impressive.,1,
272,39,17,2023-03-26,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,
273,10,2,2024-10-09,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,
274,93,11,2023-04-07,5,"I  love  this  product,  will  buy  again!",1,
275,45,12,2023-04-03,4,Five  stars  for  the  quick  delivery.,1,
276,86,1,2025-01-29,5,The  quality  is  top-notch.,1,
277,22,6,2025-03-21,4,The  quality  is  top-notch.,1,
278,80,20,2023-03-01,5,Amazing  value  for  the  price.,1,
279,86,5,2023-07-21,5,Customer  support  was  very  helpful.,1,
280,68,19,2023-11-09,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
281,71,5,2025-11-19,4,"I  love  this  product,  will  buy  again!",1,
282,59,5,2023-02-17,3,"Average  experience,  nothing  special.",0,Other/Unclear
283,87,13,2023-02-14,5,"I  love  this  product,  will  buy  again!",1,
284,89,13,2023-09-01,4,"Great  purchase,  very  satisfied.",1,
285,29,3,2023-08-25,4,"Good  quality,  but  could    be  cheaper.",0,Price/Value
286,53,16,2023-05-04,5,"I  love  this  product,  will  buy  again!",1,
287,75,6,2025-02-14,5,"I  love  this  product,  will    buy  again!",1,
288,68,17,2024-06-21,5,"Excellent  product,  highly  recommend!",1,
289,87,15,2023-10-04,5,Customer  support  was    very  helpful.,1,
290,20,14,2024-09-23,2,"Average  experience,  nothing  special.",0,Other/Unclear
291,17,7,2025-12-06,5,"I  love  this  product,  will  buy  again!",1,
292,15,7,2025-10-19,5,Customer  support  was  very  helpful.,1,
293,25,13,2023-02-14,3,Not  worth    the  money.,0,Price/Value
294,63,13,2023-11-09,3,Not  worth  the  money.,0,Price/Value
295,61,6,2024-10-13,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
296,85,18,2023-12-13,4,The    quality  is  top-notch.,1,
297,92,16,2023-08-06,3,"Average  experience,  nothing  special.",0,Other/Unclear
298,41,15,2025-06-13,4,Five  stars  for  the  quick  delivery.,1,
299,93,13,2024-02-01,1,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
300,22,18,2023-05-09,2,Disappointed  with  the  performance.,0,Product Quality/Performance
301,6,7,2023-05-30,4,"I  love  this  product,  will  buy  again!",1,
302,64,19,2024-10-08,5,The  quality  is  top-notch.,1,
303,20,10,2024-04-25,4,"Great  purchase,  very  satisfied.",1,
304,66,14,2023-02-01,3,"Average    experience,  nothing  special.",0,Other/Unclear
305,87,7,2023-08-25,4,Customer  support  was  very  helpful.,1,
306,52,8,2025-07-19,3,"Average  experience,  nothing  special.",0,Other/Unclear
307,63,16,2025-01-08,5,Exceeded  my  expectations!,1,
308,90,14,2023-04-02,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,
309,70,11,2023-02-02,3,"Good  quality,  but  could  be  cheaper.",0,Price/Value
310,40,1,2024-11-30,5,Exceeded  my  expectations!,1,
311,52,11,2023-11-14,4,Shipping  was  fast  and  the  item  was  well-packaged.,1,
312,90,3,2023-11-05,2,The  product  arrived  late.,0,Shipping/Delivery
313,13,3,2024-01-14,4,"I    love  this  product,  will  buy  again!",1,
314,22,17,2025-10-06,2,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
315,32,7,2025-06-13,4,The  quality  is  top-notch.,1,
316,48,4,2025-08-15,5,Five  stars  for  the  quick    delivery.,1,
317,15,6,2023-08-04,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
318,97,4,2023-12-15,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
319,86,6,2024-12-11,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,
320,79,17,2023-02-24,4,The  quality  is  top-notch.,1,
321,58,12,2024-04-17,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
322,76,13,2024-12-01,4,"Great    purchase,  very  satisfied.",1,
323,47,4,2023-04-24,4,Shipping  was    fast  and  the  item  was  well-packaged.,1,
324,89,5,2024-07-08,4,Shipping  was  fast  and  the  item    was  well-packaged.,1,
325,78,6,2023-04-17,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
326,17,14,2024-06-15,4,The  quality  is  top-notch.,1,
327,95,8,2023-08-25,4,The  quality  is  top-notch.,1,
328,100,13,2024-02-20,2,Not  worth  the  money.,0,Price/Value
329,6,9,2024-12-07,3,The  quality  is  top-notch.,1,
330,22,14,2023-03-18,4,The  quality  is  top-notch.,1,
331,68,4,2023-08-17,5,"I  love  this  product,  will  buy  again!",1,
332,2,10,2024-11-06,5,The  build  quality  is  impressive.,1,
333,87,5,2024-06-02,4,"I  love  this  product,  will  buy  again!",1,
334,70,9,2025-04-14,5,Five  stars  for  the  quick    delivery.,1,
335,75,14,2024-03-12,5,"Great  purchase,  very  satisfied.",1,
336,8,8,2024-02-07,2,The  product  arrived  late.,0,Shipping/Delivery
337,32,19,2024-05-22,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
338,98,4,2023-01-22,2,The  product  arrived  late.,0,Shipping/Delivery
339,38,2,2025-01-11,5,Exceeded  my    expectations!,1,
340,95,17,2025-09-16,5,"I  love  this  product,  will  buy  again!",1,
341,62,3,2024-11-04,2,Not  worth  the  money.,0,Price/Value
342,19,4,2025-06-15,4,The  build  quality  is  impressive.,1,
343,84,4,2025-04-13,3,"Average  experience,  nothing  special.",0,Other/Unclear
344,21,10,2025-11-02,3,Not  worth  the  money.,0,Price/Value
345,48,4,2024-07-24,4,"I  love  this  product,  will  buy  again!",1,
346,84,15,2025-06-27,5,The  build  quality  is  impressive.,1,
347,75,16,2025-08-19,1,Disappointed    with  the  performance.,0,Product Quality/Performance
348,52,13,2024-03-05,2,Not  worth  the  money.,0,Price/Value
349,26,11,2024-11-19,3,"I  love  this  product,  will  buy  again!",1,
350,57,6,2025-08-22,3,Not    worth  the  money.,0,Price/Value
351,55,5,2023-05-02,3,"The  product  is  okay,  but    the  instructions  were  unclear.",0,Instructions/Usability
352,43,11,2025-12-22,3,"Average  experience,  nothing  special.",0,Other/Unclear
353,36,15,2025-09-08,5,"Great    purchase,  very  satisfied.",1,
354,50,18,2024-01-03,2,"Average  experience,  nothing  special.",0,Other/Unclear
355,59,9,2024-03-04,2,"Average  experience,  nothing  special.",0,Other/Unclear
356,86,14,2023-11-23,1,The  product  arrived  late.,0,Shipping/Delivery
357,1,3,2024-04-01,4,Five  stars  for  the  quick  delivery.,1,
358,13,15,2023-11-20,3,"Average  experience,  nothing  special.",0,Other/Unclear
359,79,15,2024-05-04,5,Amazing  value  for  the  price.,1,
360,33,15,2025-09-09,5,"Excellent  product,  highly  recommend!",1,
361,71,7,2024-02-12,5,"Excellent  product,  highly  recommend!",1,
362,33,11,2024-02-11,3,"The  product  is  okay,  but  the  instructions  were  unclear.",0,Instructions/Usability
363,17,15,2025-04-15,4,"Good  quality,  but  could  be  cheaper.",0,Price/Value
364,46,8,2024-04-26,5,The  build  quality  is  impressive.,1,
365,90,20,2025-10-24,3,"Good  quality,  but  could  be    cheaper.",0,Price/Value
366,46,7,2023-11-14,5,Shipping  was  fast  and  the  item  was  well-packaged.,1,
367,96,1,2024-07-02,3,Not  worth  the    money.,0,Price/Value
368,34,8,2025-05-11,1,"Not  satisfied,  the  product  broke  after  a  week.",0,Product Defect/Malfunction
369,48,4,2024-12-19,4,Customer  support  was  very  helpful.,1,
370,73,6,2023-04-13,4,The  quality  is  top-notch.,1,
371,29,1,2024-01-20,2,Product  did  not  meet  my  expectations.,0,Product Quality/Performance
372,91,6,2023-05-10,4,"I  love  this  product,  will    buy  again!",1,
